Nama,Review,Rating,Tahun
Anissa Novianti,Kayanya paling luas di Bekasi richeese di Pekayon ini.. baru nyobain chicken skinnya kurang enak terlalu keras dan agak asin,5,2020
nuriana oktaviani,"Tempatnya enak,cuma kemarin ppas ke sana asap dari tempat masak terasa sekali,bahkan pintunya pun sampai di buka.Tapi rasa tetep enak ko,cuma kurang nyaman aja.Terima kasih",5,2024
Aisyah Nurlita Utami,Richeese pelayanannya oke banget terus ramah2. Tempatnya cozy dan luas (2 lantai). Paling saran sedikit dibagian atas ditaruh tempat saos sambal & tomat. Thanks,5,2019
Chucky Gegana Afrizal,"Pulang piket langsung mampir kesini. Pelayanan sangat ramah saat sedang membawa senjata, tapi kalau tidak biasa aja tetapi masih ramah.Untuk yang ingin kesini di sapa dengan ramah saya sarankan bawa senjata. Wkwkwkkwk",5,2018
Melati Cantika,"Tempat buat ngilangin penat, enak sunyi ga begitu ramai  ",5,2024
Keluarga Happy,Bikin ketagihan sama sauce chesse nya...Bikin pngen mampir terus kalau lewat...,5,2018
puri melati,"Tempatnya nyaman, kecepatan pelayanan bagus",5,2023
Fitriana Adi,Tempat Richeese factory pertama yang paling Deket dari rumah. Tempatnya enak kok buat nongkrong. Parkirannya luas lagu udh gitu tempatnya lantai 2,5,2018
Tyas Puspa,"Mungkin, noticenya.   Ac untuk pengunjung lebih diperhatikan.. jika jumlah pengunjung banyak. Ac nya kurang terasa...",5,2019
Martin Tambunan,Anak gw suka banget sm nuggetnya  ,5,2024
Fbrzio Tanjung,"Tempatnya nyaman, cuma akses menuju kesini rada macet.. Bukan jalan utama sih..",5,2018
Nofi Ana,Selalu ditunggu promo nya. Soalnya ayam nya enak banget. Pedasss dan keju nya mantap suka suka sukaaaa banget,5,2019
Faris Aufa,"Parkirnya luas, dalamnya juga megah. Lt 2 ada outdoor, ada tempat shalat, tapi waktu kesana wastafelnya lagi rusak jadi cuci tangan di kamar mandi buat naro pel'an gitu ",5,2020
ericaww,"Restoran ayam cepat saji, terkenal dengan trobosan ayam yang dicelup saus pedas dengan level 1 - 5. Disajikan dengan dipping keju khas richess, saus keju bisa free refill. ",5,2018
wille-id,"ayam richeese lv 5 emang paling mantap , tempat makan ayam dengan berbagai macam pilihan",5,2021
Novero F.K,Pelayanan mungkin bisa Di percept sedikit mengingat pd Bulan puasa tidak banyak org Antrim sebelum waktu berbuka,5,2024
Rizky Amelia Rahmawati,"Tempatnya luas, terdiri dari 2 lantai. Lantai sati tempat customer reguler. Lamtai 2 tempat buat acara acara gitu, kayak ulang tahun dan lainnya. Parkiran juga luas, cuma sayang belum ada Drive thru nya. Buka 24 jam per agustus 2018. Tapi ",5,2019
info aja,Makanannya enak dengan keju dan saos barbeque,5,2020
The Yesaya Family,"Selama masa pandemi relatif lebih sepi, yang dioperasikan hanya yg lantai dasar. Beberapa menu juga tidak tersedia seperti dessert2 selalu kosong. Gak tau juga apa kah ini terjadi di setiap outlet atau hanya yg ini.",5,2021
Jihan Rahman,Tempatnya bagus dan luas.. pelayanannya baik,5,2019
Suci Laudza,"Richeese factory, tempatnya bersih dan nyaman. Lokasinya juga strategis di pinggir jalan jadi mudah ditemukan. Harga makanan juga standar, tidak terlalu murah dan tidak terlalu mahal. Disarankan jika yang tidak suka pedas pesan level 1 saja ",5,2020
hikma muhamad,"Menu yang spesial, tempat nyaman dan lahan parkir luas",5,2019
Pilar Teduh,Beli Chicken Wings dengan saus pedas dan keji Sama Susu Pink Large 63 ribu,5,2024
Bulan Azquera Shifanazia,"Ini juga salah satu makanan kesukaan saya dan istri saya. Biasanya saya pesan dengan level 3 atau 4. Karena saya suka pedas. Kalo istri saya pesan level 1. Itu juga kata dia udah pedes banget. Tapi sayang, pelayanannya masih agak lambat. Minta tolong biar lebih ditingkatkan lagi ya pelayanannya.",5,2019
yollamey yome,"Parkir luas tapi tukang parkir kaya orang main cuma nerima duit abis itu di tinggal pergi.Buat tempatnya nyaman bersih dan luas, pelayanan ramah, harga terjangkau, pas lah pokoknya..",5,2022
Andriasari Fanny Kohln,"Ayamnya enak hanya karena memang kurang kuat makan pedas jadinya smp keluar air mata, tapi saus kejunya memang juara",5,2023
mohammad rizky adzano,"suasana kurang nyaman di karenakan ada tukang parkir liar , padahal itu halaman richeese factory sendiri , lebih baik singkirkan tukang parkir itu biar Konsumen nyaman",5,2024
eko pujiono,Saya disini memposisikan sebagai driver ojek online yg mengerjakan orderan grabfood..Untuk tempatnya cukup luas ada 2 lantai.. ,5,2022
Herlina Setyaningrum,"Tempatnya cukup luas, pelayanannya ramah. Tapi saya rasa kasir yang melayani agak kurang orang soalnya harus ngantri panjang buat dapet makanannya. Kalau bisa sih, jumlah orang yang menempati kasir agak diperbanyak biar bisa cepat melayani ",5,2018
Mel's Kitchen,"Parkir tersedia luas, richchicken berbumbu enak dengan saus keju melimpah, fire chicken sudah ga diragukan enaknya, tetap krispi. Perkedelnya berasa keju",5,2022
Fadhilah Rahmi Karim,"Makan dine-in saat baru new normal kemarin kurang recommended deh, karena sirkulasi udara kurang bagus, AC ga nyala. Lebih baik take away aja.",5,2021
Debie Septarina,"Tempatnya ada di sepanjang jalan Pekayon,lurus aja ntar juga ketemu recheese factory,ayamnya pedes bgt,tergantung kita milih level. Level 5 pedes banget.eiitsss gak perlu khawatir karena dikasih keju juga untuk mensterilkan rasa pedas di ",5,2020
irwan zher,"Restoran yang menu utama nya ayam, kalo dari rasa, enak banget itu menurut gua. Ayam pedas dari level1 sampai level 5, ada saos. Kejunya itu yang bikin enak.  Tempatnya bagus nyaman, ada WiFi gratis pula. Kalau di Pekayon buka 24 jam",5,2018
Sunandi nandi,tempat yang nyaman untuk kumpul bersama teman dan keluarga. parkir luas dan pelayanan ramah. menu yang disediakan beragam dan bisa dine in maupun takeaway. menyediakan juga fasilitas delivery order dan pemesanan melalui aplikasi ojek online.,5,2018
Adham Chandra,Tempat nya enak... nyaman .... Enak buat nongkrong,5,2019
Hardi Cahyadi,"Sebagian orang memfavoritkan saus pedasnya, tapi saya suka saus kejunya. Cocok untuk makan sendirian maupun beramai-ramai.",5,2023
Yellowish Cat,"tempatnya cukup bersih, nyaman, namun sedikit kurang terlihat saat melintas, mungkin karena pohon di depan lokasi cukup rindang, akan lebih baik jika pohon didepannya sedikit dirapikan agar dapat lebih mudah terlihat oleh pengguna jalan",5,2019
Lisa Boneth,"Tempatnya nyaman buat kumpul ,luas lantai satu dan lantai duanya parkiran juga luas AC nya santer banget adem lah pokoknya wifinya juga kenceng,mudah di temukan karna tepat di pinggir jalan & bisa menggunakan angkutan umum dengan mudah,karyawannya juga terbaik dan ramah2 ,itu aja sih menurut saya top lah  ",5,2018
Agil Fadhilah,"Tempat nongkrong dan berkumpul untuk makan2 yang pedes, tersedia kepedasan level 1,2,3,4,5. Entah napa enak banget rasa richeese itu, apalagi pink lavanya, tapi sekarang pink lavanya kurang manis kaya dulu.",5,2019
olga bellinda syavirha,Selalu suka kesini makan level 3  ,5,2019
netta,"Udah gatau keberapa kali makan richeese, tapi jarang dine in, bagus sih disini lumayan luas tempatnya, gatau kenapa tapi richeese selalu luas dan bisa muat banyak orang. But don't worry, they also prioritize the Covid19 protocol.",5,2022
Qinanti Yusmad,"parkir luar, kasir banyak, utk dine in tersedia banyak meja lantai bawah & atas, menyediakan menu dri anak2 sampai dengan dewasa, lokasi strategis",5,2019
White Memory,"Tempat nya luas.parkiran nya jg luas.brrsih dan nyaman.its good.minus nya cuma 1,menu recheese black gk enak bget.rasanya aneh merusak mood makan.hapus aja menu itu dari list . ",5,2020
Denny Milanisty,Cozy place...enak buat nyantai sambil makan top bgt udh,5,2024
Bang Los galacticos,"Lokasi tepat di pinggir jln,parkiran luas dan aman,di tambah menu Cita rasa ayam dengan level kepedasan smp tingkat 5 di tambah saus keju yg bikin tambah nikmat...pokoknya slalu menggugah selera dan bikin ketagihan deh...I love Richeese",5,2019
almira devina,Secinta dan sedoyan itu sama fire wings+kejunya richeese factory karena memang enak bangeeeett Terbukti beberapa kali kesana (pas sore) dan kehabisan fire wingsnya alias udah sold out jd terpaksa diganti menu lain yg gak kalah mantap  ,5,2019
Busrolana gojek,"Sebuah restoran siap saji, ala negara  Amerika, yg menyajikan menu khas ayam saus pedas berlevel dari biasa, sedang, pedas sampai pedas sekali, juga menyediakan menu2 makanan dan minuman pavorit lainnya,  yg sudah cukup terkenal dan pasti ",5,2020
Munawaroh,"Buat pedesnya, lebih pedes di sini daripada yang d gayen... Wkwkwk Saya kesini lagi sekarang, tapi kebersihan sepertinya mulai berkurang, sampah bekas pelanggan dari Saya makan ampe selesei kagak Ada yang Beresin, mungkin nunggu banyak kali ",5,2020
Raditya Hendra Pratama,Level 1 pun sudah cukup pedas..Dan bodohnya saya pesan level 5.. :DPangkal tenggorokan terasa sakit kalau saya berhenti makan.. ,5,2019
Guritno Dimaz,"Tempatnya nyaman, pelayanan juga cepat. Makanan level 1 saja sudah pedas apalagi untuk anak2 tapi mantap rasanya",5,2022
Wawan Setiyono,"Richeese factory Pekayon ini cocok untuk kalian penyuka makanan pedas dan berbahan baku ayam, tak hanya ayam, disini juga ada beberapa varian makanan dan minuman, mulai dari kentang goreng hingga kue, untuk level pedasnya pun bisa kalian ",5,2019
Mas Rico,"Parkir cukup luas, pelayanan memuaskan...",5,2019
Marlin Ritung,Leker banget.. krim kejunya hhmm.. saya pesan pedesnya level 2.. gmn yg level 5 ya.. Buka 24 jam.. kapan saja yukk  ,5,2020
Raf,makanannya enak enak sih... dan level pedas saya mencoba yang level 5. itu sumpah pedes banget.,5,2023
Poppy Indryani,"parkirannya luas banget tapi buat parkir motor tetep kena hujan, kasian yang dari jauh pakai helm sama jaketnya di taro di motor kehujanan",5,2019
Kholid Alfina,"Enak pedes nya pas sesuai level, tempat bersih, pelayanan ramah  ",5,2024
Agus Sukarman,"Tempatnya masih baru, jadi masih agak sepi. Untuk pelayanan dan makanan, sama aja kok kaya richeese factory lainnya. Baik",5,2023
Saefudin,Lumayan dari harganya. hehe...Saos pedasnya karena saya tidak suka pedas jadi menurut saya pedas pisan sampai keluar keringat juga. kalau dari tempat bersih dan nyaman.,5,2020
Mutoha toha,Buat management tolong dong buka cabang di daerah karang satria yg 24 jam dong biar lebih maju lg nih dan terkenal lg. Tq by gojek,5,2019
Widia Astuti,"richeese itu bisa dibilang ayam yang dikasi sambal pedas, dan rasanya bikin mulut meledak , apalagi kalo ke level yang tinggi wah wkwk. harganya terjangkau pula dan pelayanan yang baik...",5,2020
Yuni harlani Dewi,"Minusnya tidak 24 jam. Makanan, parkir, pelayanan, suasana semuanya rekomended banget",5,2023
Faizal nur Arif,"Pertamakali makan richees di sini, langsung sok sok an mesen levl 5, pas makan langsung nangis kringetan mata merah bibir dower muka jelek, eh emng udh dari lahir sih, trs minumnya es yg dingin, udah deh lidah makin ga kuku ga nana, tapi di sini level 5nya oke bgt dehh klo d twmpat lain mah level 5 g terllu pedes",5,2020
Ricky Setiawan,"Menu sangat memuaskan,hanya perlu perbaikan sedikit pada interior bangku.menurut saya sudah tidak layak kondisi nya",5,2020
Juli Anri Simanjuntak,"Tempat makan cepat saji yang menyediakan layanan yang bagus, menu pilihan makanan yang memiliki tingkat kepedasan yang berbeda. Bagi pecinta makanan cepat saji dan suka makanan pedas tempat ini rekomendasi pilihan yang tepat.",5,2019
Richard Parlindungan,"Lokasi bagus, parkir luas, harga terjangkau,  cocok buat makan keluarga.",5,2023
Hana Nabilah,"cocok bgt buat yg doyan pedes, pelayanan lumayan cepat dan dekat juga sm rumah jd ga perlu2 jauh2 hanya untuk makan richeese hehe",5,2019
NANDA TV,"Parkir luas, buka 24 jam, tempatnya enak ada 2 lantai, pinggir jalan pula, jd gampang nemunya",5,2019
Castiel Argent,"As we all know, makanannya ga perlu diragukan lagi dan pelayanannya baik, namun bisa ditingkatkan lagi untuk keramahan para staffnya.",5,2022
Jiya Jiya_re,sangat bagus cuman saat parkir harus mengeluarkan uang parkir. tidak gratis parkirannya kyknya gak bayar pajak kali.,5,2021
Jastipdifa,"Ramaai, nyaman kalau buat makan bareng temen",5,2018
Bu Nurul,Luas parkirannya 24 jam pula,5,2019
Harneti Neti,"Tempatnya strategis dan nyaman, tepat banget untuk memanjakan lidah bg penikmat pedas. Level 3 aja udah pedas, apalagi level 5....mantap bgt pedasnya.",5,2018
NUR FIRDAUS,Tempatnya bersih...trus untuk pedes makanannya sendiri bervariasi suka pedes bisa ambil level 5 kalo nggak suka pedes ambil level 3 ke bawah.,5,2021
Aprianto Eko,Apple tea & jambu tea nya juaraaa,5,2024
Ganti presiden,Luar biasa pedaaaaaas,5,2019
Anrio Sonri,"Kalo richeese memang sudah terkenal enak, di pekayon richeesenya nyaman karena parkirnya luas, bersih dan pelayanannya cepat.",5,2023
Nur Fuad,sudah berapa kali dapet order dari sini...di jalan raya pekayon...sebelah kiri kalau mau ke.arah jati asih...tidak jauh dari gerbang grand galaksi.,5,2020
Mela Anggraini,"Tempatnya bagus, luas juga. Tp pelayanannya kurang karena harus ngantri panjang utk mesennya.",5,2019
T Man,"Tempat parkir luas, pelayanan cepat dan ramah.. Bisa makan di tempat tapi masih di batasi..",5,2022
laskar ghadanfar,"Tempatnya luas,pelayanan memuaskan cepat dan enak buat nongkrong atau makan siang",5,2022
JagClue KidsModel,"Restoran Richeese Factory menyediakan menu ayam yang super duper pedas, tersedia level nol sampai level lima. Bagi yang tidak suka pedas, tersedia juga ayam original.",5,2019
Taurino Poncomulyo,Ayam goreng nya juara... Tapi yg paling mantab ya saus kejunya... Ga ada yg ngalahin dah...,5,2023
Joe Zoened,"Menu siap saji cocok untuk keluarga tercinta , teman dan kerabat maupun relasi makan dan minum bersama buka 24 jam",5,2020
maulina tanti,"Wlpun antrianny super puanjang,,tp bgtu makan ayamnya yg super pedes... Keganti deh sm rsnya.",5,2019
Tirta Anggreini,Ayamnya gede dan saus kejunya banyak,5,2020
Rifki Hasya,"Rasa makanannya enak, harga juga pas, tapi mohon untuk kebersihan tempatnya lebih di jaga lagi",5,2021
Rama Tri Setiawan,"Ini 24 jam siap kapanpun buat mengisi perut, pedas yang nagih ditambah keju yg bikin pengen terus",5,2020
Albert Sebastian,tempatnya bagus dan cukup besar,5,2022
Eny Anggraeni,Mantap tempat nya sangat nyaman.. klu bisa parkir untuk ojol di gratiskan kesian abng ojolnya...,5,2022
Abbi Achmad,"Nyaman tempatnya., asal jangan pas hujan.",5,2024
rizqi ubaidillah,suka sekali dengan kejunyameskipun kadang hanya mendapatkan ayam dengan penuh tulang dan daging yang sedikit hahaha,5,2018
Sari Okvawaty,"Like banget sama menu fire chicken nya,, bisa pilih level kepedasan sesuai selera. Untuk yg suka pedas bisa pilih level 5 level max.",5,2017
Rizki Sahbani,"Tempat oke, pelayanan cepat. Mantep",5,2024
Bagus Ayu Purnama Sari,"Buka 24h ya. Tapi utk kebersihan masi kurang, ga keliatan ada kotak sampah  ",5,2020
Setiawan YNWA,"Terletak di pinggir ja'an raya pekayon, sangat strategis karna berdekatan dengan ga'axy (tempat favorit anak2 muda pekayon, bekasi)",5,2022
Ryan Renaldy,"Tempat nya asik buat nongkrong , rame nya ituloh yg ga nahan .Maksimal kan terus pelayanan , richesse factory thebest ",5,2018
its ayyas,firewings belom ada saingannya ditempat lain. jam bukanya kadang ngaret dan karyawannya sedikit. efek pengurangan mungkin,5,2021
Aprila Yuli,Untuk makanannya enak tapi untuk tempat bau minyak panas goreng ayam. Dan untuk AC nya tidak terasa.,5,2021
Bambang Nurdiansyah,"Lokasi'a strategis,dekat dengan komple grand galaxy city & makanan'a enak dengan level pedas yg berbeda2",5,2019
Neti Aulia,Selalu jatuh cinta sama yang 1 ini enaak bangett pedesnya gak boong harganya standar pelayanannya oke disini juga dabest dehh,5,2018
Fani Asanti,Richeese factory bikin nagih tapi sayang nya kalau daerah jawa barat cuma ada di bekasi doang Padahal rumah kita nya di cikarang tolong dong buka cabang di cikarang biar semangkin banyak yang tau richeese factoryPlise,5,2017
namikaze ayu,Setiap makan disini selalu beli yang level 5. Kalo boleh naikin lagi aja levelnya. Sukaaa  ,5,2020
SR chanel,Saat sepi bagus buat hunting fotoTpi mau gak mau bawa brandnya rugi siih gak dibayar tpi rapopolah wkwkw,5,2019
Arya Akbar,Tolong dong buka cabang di karang satria villa mutiara gading 2 biar lebih terkenal lg. By gojek tq richeese,5,2019
Nesya Natalia,Baru direnovasi  ,5,2025
Lukmen Suteja,"Sangat suka dengan makanannya , suka juga sama promo nya semoga promo nya bisa terus diadain setiap bulan",5,2020
Diana Ulfa,Lv 5..level paling juaraaaaaa,5,2019
Thiwoex Aja,Wajib coba yg hobby makan pedes,5,2024
Asa R,Buka 24 jam nya ini menolong pendatang yang kelaparan saat berada di kota bekasi. Hatur nuhun,5,2019
Beatrix elizabeth,Store richese ini di pinggir jalan dan parkiran nya luas selama pendemi covid mereka tidak menerima dine in,5,2021
Ryan srdr,"solusi banget, subuh subuh pengen makan pedes untung disini buka 24 jam jadi masih bisa teratasi",5,2019
Iman Suhadha,"Setelah renov, lebih bagus  ",5,2025
Tutti Noer,"Tempat nya nyaman, ga begitu jauh dr rumah, pelayanan karyawan nya jg ramah, dan juga cepet",5,2018
ghulam saleh,rasa bumbu gak berubah.....toilet kurang terkontrol,5,2023
Rizky PutriPS,"Parkir dan tempat makan nya leluasa..cheese crackling juaraaah enaknya,murce endess pokonya..",5,2021
Imam Maliki,Nyaman tempatnya rapih dan bersih,5,2024
Dena Ariesta Nada,Cita rasa ayam yg beda dari yg lain,5,2018
Anang YB,Tidak ada tandingannya. Cocok buat kalian yg sudah bosan dengan fried chicken yg biasa.,5,2020
zoe joened,Pelayanan 24 jam di jalur raya pekayon tuk keluarga dan TTM pissss,5,2018
Ambar Ppr,"Tempatnya nyaman, parkiran luas, untuk meeting enak, dan yang paling penting, Richeese selalu juara rasanya",5,2022
Achmad Fauzi,ingin makan ayam beda dari yang lain? cobain ini dah lv 5 sekalian dan nikmati sensasi nya :v,5,2017
Ryan Syah,mantab,5,2025
Abdullah Sidiq,Tempat Bagus dan Enak Buat Makan2 Keluarga. BISA juga Buat Challenge Reches Wings Level 10 wkwk,5,2019
Sarah Aulia,"Wcnya ternyata digabung ya , tulisannya girls pas masuk ada buat laki2nya juga gimna sih",5,2019
Setie Ruhdi Koara,Pelayanan-nya oke. Lokasi juga oke. Lahan parkiran oke. Ya oke semua dah Mantul,5,2020
muhammad destaraka fadillah,Tempat nya asik tapi tukang parkir nya bau leher belakang nya kaya blok Vespa item,5,2019
deden fanji,Tempatnya nyaman asik untuk santai dan selalu ramai pembeli pada saat weekend,5,2018
Hack Ciko,Resto bersih..pelayan bagus cuman kariawanya kurang senyum,5,2021
KAUSALITAS Design,"Tempat makan alternatif untuk yang bosen sama ayam mcd, texas, kfc. Mudah diakses dari mana mana dan parkirnya luas.",5,2018
Vivya Lakuy,Untuk bumbu lebih banya disini bumbu saos fire chickennya dibanding RF summarecon dan mangun jaya,5,2019
Saipul Bahri,tempat dan lokasi sangat trategis tempat parkiran sangat luas untuk pelayanan restoran sangat ramah,5,2022
Rizqa Amalia Putri,Rame banget cuy antriannya apalagi ojolnya jadi lama nunggu,5,2021
Iman Cazanova,Level 5 nya HOT baannggeettt beda dr tmpt laen di Jakarta...  ,5,2018
Fadilah Ahmad,Kalo lu mau ngerasain pedasnya ayam kaya omongan tetangga. Disini tempatnya,5,2019
sulthan syariif,lumayan ayam level 5 nya muantapz djiwa ampe mata.merah :v,5,2018
Siti Armelia Octaviani,Beberapa kali mampir kesini dan ya oke aja menurut ku sih.,5,2020
heri susanto,"Tempatnya nyaman, parkir luas, jg bisa buat foto2",5,2022
Admin,"Pelayanan cepat, tempat besar dan nyaman. Parkir luas..",5,2019
dirin lasito,Restoran tempat makan luas parkir luas suasana tenang dan bersih,5,2022
Siska Gusmawanti,"Lumayan lg Spesial Price nih Richeese nya, level 4 aja deh  ",5,2020
Julius Pedro Tedjo,Berapaan harga spicy wingnya yang lv 5? saya lupa,5,2017
